,,,,,"Normalized abundance",,,"Raw abundance",,
"AT5G30490.1","1","1","26.08","| Symbols:  | CONTAINS InterPro DOMAIN/s: Craniofacial development protein 1/Bucentaur (InterPro:IPR011421); Has 333 Blast hits to 324 proteins in 149 species: Archae - 0; Bacteria - 18; Metazoa - 117; Fungi - 96; Plants - 49; Viruses - 0; Other Euk","9654.02368092987","1650935.78930923","672.056997479475","19517.9245605616","1650935.78930923","2652.93402467958"
"AT5G35180.4","1","1","42.45","| Symbols:  | Protein of unknown function (DUF1336) | chr5:13424538-13432787 FORWARD LENGTH=811","834578.175424579","132560.104737297","185277.229540993","1687299.97006379","132560.104737297","731378.838537694"
"AT5G35330.1","2","1","91.57","| Symbols: MBD02, MBD2, ATMBD2 | methyl-CPG-binding domain protein 02 | chr5:13523725-13525270 REVERSE LENGTH=272","1373685.69522789","650195.741707855","2370.21027864634","2777235.13588877","650195.741707855","9356.36637584179"
"AT5G35430.1","2","2","130.95","| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:13662077-13665735 FORWARD LENGTH=786","1161123.48239767","627350.115166782","86773.2161775232","2347489.63581902","627350.115166782","342535.854089159"
"AT5G35570.1","1","1","58.85","| Symbols:  | O-fucosyltransferase family protein | chr5:13750101-13753383 REVERSE LENGTH=652","2098134.04119944","2096582.77101786","0","4241881.23911175","2096582.77101786","0"
"AT5G35620.1","1","1","51.15","| Symbols: LSP1, EIF(ISO)4E, LSP, EIF4E2, eIFiso4E | Eukaryotic initiation factor 4E protein | chr5:13824946-13826331 REVERSE LENGTH=198","639330.596988574","179166.14200247","7026.31085562813","1292560.15664547","179166.14200247","27736.247381965"
"AT5G36880.1","1","1","66.56","| Symbols: ACS | acetyl-CoA synthetase | chr5:14534961-14539084 REVERSE LENGTH=693","14590518.7357924","5390038.51001738","475752.598803962","29498233.4202465","5390038.51001738","1878025.61602717"
"AT5G37010.1","1","1","29.31","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown prote","182196.564959468","6279.3518066329","0","368354.059157417","6279.3518066329","0"
"AT5G37190.1","11","8","298.04","| Symbols: CIP4 | COP1-interacting protein 4 | chr5:14723362-14726694 REVERSE LENGTH=876","3186231.71599793","3900777.02572857","965594.879309017","6441731.68832815","3900777.02572857","3811670.02052307"
"AT5G38490.1","2","2","36.01","| Symbols:  | Domain of unknown function (DUF313)  | chr5:15411868-15412962 REVERSE LENGTH=364","1236150.2075481","724570.790033988","560387.023287655","2499174.15720722","724570.790033988","2212118.62482562"
"AT5G38560.1","5","5","330.85","| Symbols:  | Protein kinase superfamily protein | chr5:15439844-15443007 FORWARD LENGTH=681","674834.226072352","1926272.45475655","78744.2960393468","1364339.25901625","1926272.45475655","310841.822934229"
"AT5G38600.1","3","2","133.03","| Symbols:  | Proline-rich spliceosome-associated (PSP) family protein / zinc knuckle (CCHC-type) family protein | chr5:15457386-15460466 FORWARD LENGTH=532","580093.706151486","208852.763838485","1226.89169003354","1172798.57279475","208852.763838485","4843.13491458889"
"AT5G38640.1","11","11","576.8","| Symbols:  | NagB/RpiA/CoA transferase-like superfamily protein | chr5:15468020-15470674 REVERSE LENGTH=642","2473590.64639154","4142500.94523667","403551.574894217","5000956.82646292","4142500.94523667","1593013.25299064"
"AT5G38720.1","3","3","168.64","| Symbols:  | unknown protein; Has 13419 Blast hits to 9093 proteins in 698 species: Archae - 38; Bacteria - 1038; Metazoa - 4949; Fungi - 1086; Plants - 485; Viruses - 44; Other Eukaryotes - 5779 (source: NCBI BLink). | chr5:15508417-15510472 REVER","5747.6898664447","877027.584793132","7560864.63652152","11620.3337508249","877027.584793132","29846389.7042262"
"AT5G38840.1","3","3","197.41","| Symbols:  | SMAD/FHA domain-containing protein  | chr5:15551329-15554846 FORWARD LENGTH=735","655470.155318792","1798859.94157585","3208979.70608659","1325190.14517059","1798859.94157585","12667394.9958291"
"AT5G39570.1","29","29","1597.13","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: glycine","1023189.88560069","45624695.3045634","66995256.0047803","2068623.78406351","45624695.3045634","264462679.227782"
"AT5G40040.1","2","2","96.03","| Symbols:  | 60S acidic ribosomal protein family | chr5:16029913-16030257 REVERSE LENGTH=114","3882092.08498134","2064536.59123573","146995.468234276","7848580.33873404","2064536.59123573","580262.210816915"
"AT5G40200.1","4","4","136.46","| Symbols: DegP9 | DegP protease 9 | chr5:16070402-16073101 FORWARD LENGTH=592","23130.5697846979","70747.3448742988","475971.786971538","46763.99509899","70747.3448742988","1878890.85773993"
"AT5G40340.1","1","1","47.42","| Symbols:  | Tudor/PWWP/MBT superfamily protein | chr5:16131654-16134680 REVERSE LENGTH=1008","25.8989208206274","210.222773805974","18868658.3637815","52.3608807564345","210.222773805974","74483720.8169382"
"AT5G40870.1","1","1","75.3","| Symbols: ATUK/UPRT1, UKL1, UK/UPRT1 | uridine kinase/uracil phosphoribosyltransferase 1 | chr5:16375021-16378384 FORWARD LENGTH=486","437800.277037455","4839.23077562691","2057.29244206544","885118.274226873","4839.23077562691","8121.12832503947"
"AT5G40930.1","1","1","31.57","| Symbols: TOM20-4 | translocase of outer membrane 20-4 | chr5:16404523-16405825 FORWARD LENGTH=187","2106714.0342578","517677.971081544","12612.1903736684","4259227.75314339","517677.971081544","49786.4155771448"
"AT5G41020.1","3","2","105.81","| Symbols:  | myb family transcription factor | chr5:16425883-16427649 REVERSE LENGTH=588","19285.8781505216","149309.554599634","2547403.79643821","38991.0287427229","149309.554599634","10055834.894235"
"AT5G41100.1","3","2","98.06","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: hydroxyp","420179.356960358","304704.683403749","4228.11386827466","849493.357599434","304704.683403749","16690.4104613657"
"AT5G41600.1","11","11","507.36","| Symbols: BTI3, RTNLB4 | VIRB2-interacting protein 3 | chr5:16636230-16637472 FORWARD LENGTH=257","1387036.7953627","15781835.4821506","47938277.8875662","2804227.58731049","15781835.4821506","189235569.25892"
"AT5G41950.1","7","7","322.72","| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:16785825-16789360 FORWARD LENGTH=565","2778727.97487657","1041521.54389242","34471.8646848978","5617865.12861953","1041521.54389242","136077.123011443"
"AT5G41990.1","2","1","93.5","| Symbols: WNK8, ATWNK8 | with no lysine (K) kinase 8 | chr5:16795085-16797562 REVERSE LENGTH=563","132.317747833645","394.343245735136","557502.103128138","267.512066014712","394.343245735136","2200730.44959886"
"AT5G42540.2","11","9","352.5","| Symbols: XRN2 | exoribonuclease 2 | chr5:17007513-17014534 FORWARD LENGTH=1023","2158212.99896026","3934875.92905144","140854.784499008","4363345.26323354","3934875.92905144","556021.962032677"
"AT5G42570.1","2","2","90.59","| Symbols:  | B-cell receptor-associated 31-like | chr5:17021459-17022497 REVERSE LENGTH=218","3998257.55353638","1229064.08435973","106831.587667162","8083436.69777514","1229064.08435973","421715.948045624"
"AT5G42660.1","1","1","103.25","| Symbols:  | Protein of unknown function (DUF616) | chr5:17103062-17105785 REVERSE LENGTH=463","3070614.29362884","2088306.38661242","22397.8014700092","6207983.3361106","2088306.38661242","88414.9556074229"
"AT5G42860.1","2","1","82.06","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; BEST Arabidopsis thaliana protein m","16366.9875620997","186173.321577868","413413.041816523","33089.7912703218","186173.321577868","1631941.23265539"
"AT5G42870.1","2","2","153.46","| Symbols: ATPAH2, PAH2 | phosphatidic acid phosphohydrolase 2 | chr5:17185719-17189681 REVERSE LENGTH=930","0","0","650948.807842603","0","0","2569609.7907276"
"AT5G42950.1","7","7","333.12","| Symbols:  | GYF domain-containing protein | chr5:17224436-17231044 FORWARD LENGTH=1714","1895256.53056403","555122.871402089","162750.965760355","3831715.68757717","555122.871402089","642456.780056508"
"AT5G43310.2","17","17","734.28","| Symbols:  | COP1-interacting protein-related | chr5:17379735-17385387 REVERSE LENGTH=1180","2229771.30839599","5689194.78508681","5292564.57495127","4508017.55029317","5689194.78508681","20892312.2463744"
"AT5G43320.1","2","2","48.56","| Symbols: ckl8 | casein kinase I-like 8 | chr5:17386043-17388941 REVERSE LENGTH=480","660925.16219049","114053.422622897","24994.6011958808","1336218.75004231","114053.422622897","98665.7801265945"
"AT5G43330.1","7","2","178.63","| Symbols:  | Lactate/malate dehydrogenase family protein | chr5:17390552-17392449 FORWARD LENGTH=332","29227.8607010128","252940.008135575","0","59091.1312301674","252940.008135575","0"
"AT5G43830.1","4","4","279.54","| Symbols:  | Aluminium induced protein with YGL and LRDR motifs | chr5:17622593-17624239 REVERSE LENGTH=251","5008182.86724276","6060305.93037124","115385.828190226","10125242.9680104","6060305.93037124","455483.672842842"
"AT5G43870.1","2","2","79.3","| Symbols:  | Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region | chr5:17632538-17635863 REVERSE LENGTH=453","2398710.43895104","2041827.7082666","108782.028740802","4849568.52577023","2041827.7082666","429415.282338401"
"AT5G44040.1","1","1","17.29","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G04030.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Othe","153873.403254563","119794.449489359","0","311091.993956055","119794.449489359","0"
"AT5G44090.1","5","5","161.45","| Symbols:  | Calcium-binding EF-hand family protein | chr5:17743264-17747909 REVERSE LENGTH=538","2273537.62047911","1217245.94517421","35682.7353267496","4596501.64829883","1217245.94517421","140857.015099915"
"AT5G44100.1","2","2","50.55","| Symbols: ckl7 | casein kinase I-like 7 | chr5:17749454-17752285 REVERSE LENGTH=476","454303.712218074","949618.098519365","606698.5794288","918483.927087425","949618.098519365","2394932.7365505"
"AT5G44120.1","1","1","105.97","| Symbols: CRA1, ATCRA1, CRU1 | RmlC-like cupins superfamily protein | chr5:17756460-17757432 REVERSE LENGTH=285","420400.700038485","43083822.4300493","64204.8216788694","849940.855724948","43083822.4300493","253447.485286484"
"AT5G44180.1","3","3","102.82","| Symbols:  | Homeodomain-like transcriptional regulator | chr5:17783172-17789872 FORWARD LENGTH=1694","1214649.69452764","602682.838025957","11270.944884613","2455705.71285528","602682.838025957","44491.8709080047"
"AT5G44200.1","2","2","146.61","| Symbols: CBP20, ATCBP20 | CAP-binding protein 20 | chr5:17802062-17803875 REVERSE LENGTH=257","871370.289809353","640882.105981083","811427.598261753","1761684.05453668","640882.105981083","3203097.19572317"
"AT5G44240.1","2","2","99.89","| Symbols: ALA2 | aminophospholipid ATPase 2 | chr5:17817186-17823598 FORWARD LENGTH=1139","3676145.00982011","916057.348000902","12979.705298104","7432208.9262208","916057.348000902","51237.1747408309"
"AT5G44280.1","5","5","247.76","| Symbols: ATRING1A, RING1A | RING 1A | chr5:17836115-17839114 REVERSE LENGTH=522","1034640.60576921","441243.24718869","10915193.4734017","2091774.1615434","441243.24718869","43087548.0207051"
"AT5G45190.1","6","5","261.49","| Symbols:  | Cyclin family protein | chr5:18277808-18280733 REVERSE LENGTH=579","7561444.43102395","4872850.78557733","151971.309108578","15287273.6644653","4872850.78557733","599904.261426217"
"AT5G45400.1","1","1","35.71","| Symbols: RPA70C, ATRPA70C | Replication factor-A protein 1-related | chr5:18398990-18401644 FORWARD LENGTH=853","776813.073887909","57773.5821981626","43506.1139433999","1570513.96131875","57773.5821981626","171739.674454557"
"AT5G45420.1","1","1","31.41","| Symbols:  | Duplicated homeodomain-like superfamily protein | chr5:18405668-18406597 REVERSE LENGTH=309","454618.364845167","59782.6902338807","11062.7280280091","919120.072848131","59782.6902338807","43669.9382661783"
"AT5G45550.1","1","1","47.63","| Symbols:  | Mob1/phocein family protein | chr5:18462284-18464840 FORWARD LENGTH=215","722751.071542776","3873.38901548465","0","1461214.65584371","3873.38901548465","0"
"AT5G45775.1","1","1","30.83","| Symbols:  | Ribosomal L5P family protein | chr5:18565281-18566377 REVERSE LENGTH=172","20602.113456246","108376.188973485","32533.644077227","41652.1141357309","108376.188973485","128426.028808556"
"AT5G46070.1","9","8","355.68","| Symbols:  | Guanylate-binding family protein | chr5:18683468-18688397 FORWARD LENGTH=1082","3753282.05015996","159061.157629419","66707.763182833","7588159.95596109","159061.157629419","263327.806007124"
"AT5G46210.1","1","1","68.04","| Symbols: CUL4, ATCUL4 | cullin4 | chr5:18731569-18736653 REVERSE LENGTH=792","785440.687713588","1073061.04673958","15181767.6782423","1587956.75215423","1073061.04673958","59929780.032712"
"AT5G46400.1","2","2","91.48","| Symbols: AT PRP39-2, PRP39-2 | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:18820032-18824522 FORWARD LENGTH=1036","137226.517949719","6917.75980277706","785.629175929235","277436.322260315","6917.75980277706","3101.25834478392"
"AT5G46750.1","3","3","188.13","| Symbols: AGD9 | ARF-GAP domain 9 | chr5:18969950-18971817 REVERSE LENGTH=402","11625015.5765954","7809297.70009168","2912877.1934813","23502757.455168","7809297.70009168","11498535.1618718"
"AT5G46760.1","1","1","55.91","| Symbols:  | Basic helix-loop-helix (bHLH) DNA-binding family protein | chr5:18974231-18976009 FORWARD LENGTH=592","4087641.76245022","14948235.8836313","4627989.5459969","8264148.31648931","14948235.8836313","18268913.1702874"
"AT5G46780.1","1","1","29.07","| Symbols:  | VQ motif-containing protein | chr5:18979236-18979949 FORWARD LENGTH=237","2173295.63212073","35077.63904344","58163.1779300242","4393838.42400568","35077.63904344","229598.195231597"
"AT5G46860.1","1","1","30.39","| Symbols: VAM3, ATVAM3, SYP22, ATSYP22, SGR3 | Syntaxin/t-SNARE family protein | chr5:19012342-19013795 REVERSE LENGTH=268","147690.839776539","0","45.8984592618271","298592.458887239","0","181.183418538529"
"AT5G46870.1","2","2","59.11","| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:19015486-19016990 FORWARD LENGTH=295","1645493.66314229","502877.893205151","28889.3389965847","3326760.14101097","502877.893205151","114040.194004353"
"AT5G46920.1","2","1","50.39","| Symbols:  | Intron maturase, type II family protein | chr5:19053668-19055875 FORWARD LENGTH=735","891706.687155101","47399.1832275208","0","1802798.9598183","47399.1832275208","0"
"AT5G47010.1","2","2","46.29","| Symbols: UPF1, LBA1, ATUPF1 | RNA helicase, putative | chr5:19072009-19078856 FORWARD LENGTH=1254","84903.9060279137","0","445271.065608816","171653.611749812","0","1757700.26142022"
"AT5G47060.1","2","2","148.35","| Symbols:  | Protein of unknown function (DUF581) | chr5:19116843-19117639 FORWARD LENGTH=177","598372.523959501","821064.802947314","138481.048997834","1209753.58749373","821064.802947314","546651.679898468"
"AT5G47210.1;AT5G47210.2","5","1","298.54","| Symbols:  | Hyaluronan / mRNA binding family | chr5:19169222-19171012 REVERSE LENGTH=357","3216610.41993605","1528562.68216298","95146.3733441174","6503149.52521238","1528562.68216298","375588.755293311"
"AT5G47430.1","14","14","607.26","| Symbols:  | DWNN domain, a CCHC-type zinc finger | chr5:19235819-19240596 REVERSE LENGTH=892","11259564.2281014","11534045.0150513","379963.72589674","22763909.8941711","11534045.0150513","1499900.60419879"
"AT5G47480.1","5","5","253.25","| Symbols:  | RGPR-related | chr5:19257420-19263132 FORWARD LENGTH=1350","1742824.16990982","7514131.5415251","6233548.32887431","3523537.10689746","7514131.5415251","24606830.2512694"
"AT5G47690.1","21","3","700.3","| Symbols:  | binding | chr5:19317899-19327014 FORWARD LENGTH=1605","380215.0668436","866956.237283037","688961.742461778","768695.958981477","866956.237283037","2719665.22948852"
"AT5G47690.3","23","5","823.22","| Symbols:  | binding | chr5:19317899-19327014 FORWARD LENGTH=1607","2280413.93998586","5417788.51694562","2790950.73657524","4610403.77758945","5417788.51694562","11017232.4639639"
"AT5G47790.1","1","1","60.72","| Symbols:  | SMAD/FHA domain-containing protein  | chr5:19351396-19352579 FORWARD LENGTH=369","290973.365878787","5346.63525392112","1197.77483747073","588272.45426933","5346.63525392112","4728.19661449653"
"AT5G47910.1","9","9","389.81","| Symbols: RBOHD, ATRBOHD | respiratory burst oxidase homologue D | chr5:19397585-19401768 FORWARD LENGTH=921","3584863.95019451","1278293.26081847","23877.379391786","7247662.36879935","1278293.26081847","94255.5652961367"
"AT5G48240.1;AT5G48240.2","5","5","382.07","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: cultured cell; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1665 (InterPro:IPR012459","1753419.32414115","6193489.15650642","10339539.9046841","3544957.75261259","6193489.15650642","40815164.9570561"
"AT5G48480.1","1","1","40.36","| Symbols:  | Lactoylglutathione lyase / glyoxalase I family protein | chr5:19644814-19645658 FORWARD LENGTH=166","21618.4235899024","169072.253308466","0","43706.8288510079","169072.253308466","0"
"AT5G48650.1","2","2","78.96","| Symbols:  | Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain | chr5:19727279-19729533 FORWARD LENGTH=458","1071032.23060716","583008.469202719","4479.78475972101","2165348.56033284","583008.469202719","17683.8771962461"
"AT5G48800.1","5","5","80.07","| Symbols:  | Phototropic-responsive NPH3 family protein | chr5:19786881-19789003 FORWARD LENGTH=614","661822.540145713","1304086.94058267","4581.20399735456","1338033.01483088","1304086.94058267","18084.227980903"
"AT5G49710.1","1","1","40.73","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G24590.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses ","307499.731218097","471549.48800924","2690759.63357758","621684.465945882","471549.48800924","10621729.72073"
"AT5G49830.1","4","4","143.48","| Symbols: EXO84B | exocyst complex component 84B | chr5:20250803-20254766 REVERSE LENGTH=752","2674793.6854426","2026987.51670608","119627.71678278","5407737.03203789","2026987.51670608","472228.458803395"
"AT5G49890.1","5","5","233.61","| Symbols: CLC-C, ATCLC-C | chloride channel C | chr5:20288489-20292143 REVERSE LENGTH=779","1269479.49705083","1272021.15710982","84118.1454731159","2566557.31056081","1272021.15710982","332055.005833625"
"AT5G50350.1","3","3","73.55","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins ","608567.603088497","61878.1437014811","1255955.00862526","1230365.38542435","61878.1437014811","4957861.89020443"
"AT5G50530.1","7","7","297.22","| Symbols:  | CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein | chr5:20571876-20574922 REVERSE LENGTH=548","5612247.44404229","11248051.0651151","31632.797920822","11346504.4056606","11248051.0651151","124869.953314526"
"AT5G50750.1","3","1","66.79","| Symbols: RGP4 | reversibly glycosylated polypeptide 4 | chr5:20641066-20642470 FORWARD LENGTH=364","626829.605499791","142488.873207959","2020.74622042511","1267286.40376539","142488.873207959","7976.8627118151"
"AT5G50780.1","3","3","119.95","| Symbols:  | Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein | chr5:20650269-20654948 FORWARD LENGTH=819","625489.596112709","197931.593415205","3827964.16202299","1264577.25336428","197931.593415205","15110826.0292982"
"AT5G50920.1","1","1","101.8","| Symbols: CLPC, ATHSP93-V, HSP93-V, DCA1, CLPC1 | CLPC homologue 1 | chr5:20715710-20719800 REVERSE LENGTH=929","889299.68169898","153757.195434592","0","1797932.62092561","153757.195434592","0"
"AT5G51300.1","8","8","327.37","| Symbols:  | splicing factor-related | chr5:20849881-20852295 REVERSE LENGTH=804","1309401.68574444","8730374.44070551","5324121.24871672","2647269.5910531","8730374.44070551","21016881.7008285"
"AT5G51700.1","2","2","111.86","| Symbols: PBS2, ATRAR1, RPR2, RAR1 | protein binding;zinc ion binding | chr5:21001373-21003143 REVERSE LENGTH=226","479450.126568433","0","10914.1877958487","969323.435512129","0","43083.5781249846"
"AT5G52040.1;AT5G52040.2","28","25","886.86","| Symbols: ATRSP41, RS41, At-RS41 | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:21131081-21133318 FORWARD LENGTH=356","8705434.68430323","63120538.9461437","181556636.486185","17600124.3679113","63120538.9461437","716691858.201048"
"AT5G52200.1","8","7","390.81","| Symbols:  | phosphoprotein phosphatase inhibitors | chr5:21202818-21204719 REVERSE LENGTH=191","17431643.1840924","53971151.8050945","9172851.96171799","35242247.9867972","53971151.8050945","36209683.351052"
"AT5G52280.1","1","1","27.21","| Symbols:  | Myosin heavy chain-related protein | chr5:21226959-21230109 FORWARD LENGTH=853","3759955.27748549","1549110.3089908","177339.580492666","7601651.4856921","1549110.3089908","700045.098519736"
"AT5G52380.1","1","1","35.83","| Symbols:  | VASCULAR-RELATED NAC-DOMAIN 6 | chr5:21261521-21263061 REVERSE LENGTH=268","0","0","94216.1514936625","0","0","371916.719726643"
"AT5G52640.1","13","8","538.22","| Symbols: HSP81-1, ATHS83, HSP81.1, HSP83, ATHSP90.1, AtHsp90-1, HSP90.1 | heat shock protein 90.1 | chr5:21352542-21355147 FORWARD LENGTH=705","4797523.16067202","1615477.17117156","4239124.49713226","9699343.84069425","1615477.17117156","16733874.7390073"
"AT5G52882.1","1","1","58.17","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:21434155-21438362 REVERSE LENGTH=829","1158299.75494244","262933.913659597","61191.5820859752","2341780.79344694","262933.913659597","241552.771191576"
"AT5G52910.1","2","2","73.98","| Symbols: ATIM | timeless family protein | chr5:21457774-21463159 REVERSE LENGTH=1141","6135.11313376855","14347.1027923366","591941.359868176","12403.6028160925","14347.1027923366","2336678.85328036"
"AT5G53330.1","3","3","105.06","| Symbols:  | Ubiquitin-associated/translation elongation factor EF1B protein | chr5:21639236-21640716 FORWARD LENGTH=221","933081.864230844","456904.39689716","21850.620858535","1886448.80485021","456904.39689716","86254.969077606"
"AT5G53420.1","2","1","52.31","| Symbols:  | CCT motif family protein | chr5:21673683-21675469 FORWARD LENGTH=264","3354537.44391927","741493.127316064","9356.86972157742","6782002.08844828","741493.127316064","36936.0904535854"
"AT5G53440.1","23","22","826.79","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; Has 1807 Blast hits to 1807 proteins in 277","10406761.87398","13286535.6887277","1009920.49970619","21039765.3754777","13286535.6887277","3986644.68332359"
"AT5G53540.1;AT1G09100.1","4","4","108.35","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:21749561-21751099 REVERSE LENGTH=403","1721152.81763582","2782152.89937568","11918829.6563457","3479723.27001566","2782152.89937568","47049385.4662158"
"AT5G53620.1","2","2","162.61","| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 28929 Blast hits to 19542 proteins in 1425 species: Archae - 211; Bacteria - 3079; Metazoa - 14558; Fu","3057206.65996885","1317983.41932326","1450252.93566169","6180876.58860716","1317983.41932326","5724849.78482177"
"AT5G53830.1","6","6","178.28","| Symbols:  | VQ motif-containing protein | chr5:21857057-21857788 FORWARD LENGTH=243","9999345.35682519","4157391.49314759","117759.935881392","20216075.1599397","4157391.49314759","464855.424190968"
"AT5G54380.1","3","3","253.16","| Symbols: THE1 | protein kinase family protein | chr5:22077313-22079880 REVERSE LENGTH=855","382646.622629693","324100.703922214","239281.273347665","773611.932255036","324100.703922214","944558.919724757"
"AT5G54430.1","7","7","312.85","| Symbols: ATPHOS32, PHOS32 | Adenine nucleotide alpha hydrolases-like superfamily protein | chr5:22097563-22099693 REVERSE LENGTH=242","3338970.19562931","6523026.22789096","43607.0035756202","6750529.16194829","6523026.22789096","172137.934630493"
"AT5G54440.1","1","1","36.99","| Symbols: CLUB, AtTRS130 | CLUB | chr5:22100056-22107695 FORWARD LENGTH=1259","1076900.26186731","88537.1267524888","26218.3960968266","2177212.19307706","88537.1267524888","103496.690516822"
"AT5G54540.1","2","2","96.28","| Symbols:  | Uncharacterised conserved protein (UCP012943) | chr5:22156604-22157857 FORWARD LENGTH=297","533730.723751407","152647.667067929","134166.648624542","1079064.68288573","152647.667067929","529620.654867371"
"AT5G54650.1","2","2","46.8","| Symbols: Fh5, ATFH5 | formin homology5 | chr5:22197856-22201649 REVERSE LENGTH=900","671755.740508577","919132.663078161","21449.0905625832","1358115.36201947","919132.663078161","84669.9347902386"
"AT5G54740.1","1","1","70.73","| Symbols: SESA5 | seed storage albumin 5 | chr5:22238640-22239137 REVERSE LENGTH=165","113832.678931721","7939187.79791662","0","230140.065256392","7939187.79791662","0"
"AT5G54930.1","1","1","99.27","| Symbols:  | AT hook motif-containing protein | chr5:22305897-22306839 REVERSE LENGTH=286","1027176.20515736","169429.428364748","288689.218137264","2076683.08523709","169429.428364748","1139595.97508377"
"AT5G55060.1","3","2","91.69","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thalian","707630.788458457","1429138.48928981","74043.435260789","1430645.3767195","1429138.48928981","292285.251763198"
"AT5G55100.2","2","2","91.37","| Symbols:  | SWAP (Suppressor-of-White-APricot)/surp domain-containing protein | chr5:22361401-22364664 REVERSE LENGTH=844","7183.36889440042","96810.2561758558","663097.441475829","14522.9032790282","96810.2561758558","2617566.32364047"
"AT5G55125.1","1","1","57.36","| Symbols:  | Ribosomal protein L31 | chr5:22372737-22372967 FORWARD LENGTH=76","168164.755662341","0","0","339985.390883846","0","0"
"AT5G55160.1","5","4","199.98","| Symbols: SUM2, SUMO 2, SUMO2, ATSUMO2 | small ubiquitin-like modifier 2 | chr5:22383747-22384772 REVERSE LENGTH=103","11304833.8786821","6972184.09214961","103154.1481096","22855433.3515521","6972184.09214961","407199.315434779"
"AT5G55210.1","3","3","137.94","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match","2691242.38799179","2527046.20096425","150655.869222226","5440992.02975542","2527046.20096425","594711.583952412"
"AT5G55230.1","3","2","99.4","| Symbols: ATMAP65-1, MAP65-1 | microtubule-associated proteins 65-1 | chr5:22402716-22405182 FORWARD LENGTH=587","8475232.69111023","1938925.45235555","388949.89503416","17134715.8206227","1938925.45235555","1535373.36014895"
"AT5G55300.1","8","8","287.92","| Symbols: MGO1, TOP1ALPHA, TOP1 | DNA topoisomerase I alpha | chr5:22424837-22429045 REVERSE LENGTH=916","1087110.08297933","2859441.88422886","36433.814790338","2197853.79546249","2859441.88422886","143821.889019337"
